Well,GFP,Strain,Plant,Leaf,Date,Machine,Unique_plant_ID,Puncher,Date,GFP
F1,705715,WT,8,Bottom,2022_12_05,SB2,Plant_8_2022_12_05,Mitch,2022_12_05,705715
F2,715143,WT,8,Bottom,2022_12_05,SB2,Plant_8_2022_12_05,Mitch,2022_12_05,715143
F3,792184,WT,8,Bottom,2022_12_05,SB2,Plant_8_2022_12_05,Mitch,2022_12_05,792184
F4,718420,WT,8,Bottom,2022_12_05,SB2,Plant_8_2022_12_05,Mitch,2022_12_05,718420
A1,988,Leaf,1,Top,2022_12_05,SB2,Plant_1_2022_12_05,Mitch,2022_12_05,988
A2,1018,Leaf,1,Top,2022_12_05,SB2,Plant_1_2022_12_05,Mitch,2022_12_05,1018
A3,874,Leaf,1,Top,2022_12_05,SB2,Plant_1_2022_12_05,Mitch,2022_12_05,874
A4,870,Leaf,1,Top,2022_12_05,SB2,Plant_1_2022_12_05,Mitch,2022_12_05,870
A5,1038,Leaf,1,Bottom,2022_12_05,SB2,Plant_1_2022_12_05,Mitch,2022_12_05,1038
A6,813,Leaf,1,Bottom,2022_12_05,SB2,Plant_1_2022_12_05,Mitch,2022_12_05,813
A7,1327,Leaf,1,Bottom,2022_12_05,SB2,Plant_1_2022_12_05,Mitch,2022_12_05,1327
A8,871,Leaf,1,Bottom,2022_12_05,SB2,Plant_1_2022_12_05,Mitch,2022_12_05,871
A9,906,Leaf,2,Top,2022_12_05,SB2,Plant_2_2022_12_05,Mitch,2022_12_05,906
A10,989,Leaf,2,Top,2022_12_05,SB2,Plant_2_2022_12_05,Mitch,2022_12_05,989
A11,1015,Leaf,2,Top,2022_12_05,SB2,Plant_2_2022_12_05,Mitch,2022_12_05,1015
A12,919,Leaf,2,Top,2022_12_05,SB2,Plant_2_2022_12_05,Mitch,2022_12_05,919
B1,893,Leaf,2,Bottom,2022_12_05,SB2,Plant_2_2022_12_05,Mitch,2022_12_05,893
B2,875,Leaf,2,Bottom,2022_12_05,SB2,Plant_2_2022_12_05,Mitch,2022_12_05,875
B3,817,Leaf,2,Bottom,2022_12_05,SB2,Plant_2_2022_12_05,Mitch,2022_12_05,817
B4,914,Leaf,2,Bottom,2022_12_05,SB2,Plant_2_2022_12_05,Mitch,2022_12_05,914
B5,829,Leaf,3,Top,2022_12_05,SB2,Plant_3_2022_12_05,Mitch,2022_12_05,829
B6,861,Leaf,3,Top,2022_12_05,SB2,Plant_3_2022_12_05,Mitch,2022_12_05,861
B7,736,Leaf,3,Top,2022_12_05,SB2,Plant_3_2022_12_05,Mitch,2022_12_05,736
B8,740,Leaf,3,Top,2022_12_05,SB2,Plant_3_2022_12_05,Mitch,2022_12_05,740
B9,983,Leaf,3,Bottom,2022_12_05,SB2,Plant_3_2022_12_05,Mitch,2022_12_05,983
B10,770,Leaf,3,Bottom,2022_12_05,SB2,Plant_3_2022_12_05,Mitch,2022_12_05,770
B11,746,Leaf,3,Bottom,2022_12_05,SB2,Plant_3_2022_12_05,Mitch,2022_12_05,746
B12,840,Leaf,3,Bottom,2022_12_05,SB2,Plant_3_2022_12_05,Mitch,2022_12_05,840
A1,826113,WT,1,Top,2023_01_09,SB2,Plant_1_2023_01_09,Mitch,2023_01_09,826113
A2,920009,WT,1,Top,2023_01_09,SB2,Plant_1_2023_01_09,Mitch,2023_01_09,920009
A3,789181,WT,1,Top,2023_01_09,SB2,Plant_1_2023_01_09,Mitch,2023_01_09,789181
A4,660249,WT,1,Top,2023_01_09,SB2,Plant_1_2023_01_09,Mitch,2023_01_09,660249
A5,754230,WT,1,Bottom,2023_01_09,SB2,Plant_1_2023_01_09,Mitch,2023_01_09,754230
A6,698151,WT,1,Bottom,2023_01_09,SB2,Plant_1_2023_01_09,Mitch,2023_01_09,698151
A7,731917,WT,1,Bottom,2023_01_09,SB2,Plant_1_2023_01_09,Mitch,2023_01_09,731917
A8,787556,WT,1,Bottom,2023_01_09,SB2,Plant_1_2023_01_09,Mitch,2023_01_09,787556
A9,602648,WT,2,Top,2023_01_09,SB2,Plant_2_2023_01_09,Mitch,2023_01_09,602648
A10,541373,WT,2,Top,2023_01_09,SB2,Plant_2_2023_01_09,Mitch,2023_01_09,541373
A11,571891,WT,2,Top,2023_01_09,SB2,Plant_2_2023_01_09,Mitch,2023_01_09,571891
A12,612874,WT,2,Top,2023_01_09,SB2,Plant_2_2023_01_09,Mitch,2023_01_09,612874
B1,779332,WT,2,Bottom,2023_01_09,SB2,Plant_2_2023_01_09,Mitch,2023_01_09,779332
B2,641782,WT,2,Bottom,2023_01_09,SB2,Plant_2_2023_01_09,Mitch,2023_01_09,641782
B3,765511,WT,2,Bottom,2023_01_09,SB2,Plant_2_2023_01_09,Mitch,2023_01_09,765511
B4,644812,WT,2,Bottom,2023_01_09,SB2,Plant_2_2023_01_09,Mitch,2023_01_09,644812
B5,755958,WT,3,Top,2023_01_09,SB2,Plant_3_2023_01_09,Mitch,2023_01_09,755958
B6,997055,WT,3,Top,2023_01_09,SB2,Plant_3_2023_01_09,Mitch,2023_01_09,997055
B7,646254,WT,3,Top,2023_01_09,SB2,Plant_3_2023_01_09,Mitch,2023_01_09,646254
B8,731820,WT,3,Top,2023_01_09,SB2,Plant_3_2023_01_09,Mitch,2023_01_09,731820
B9,1000907,WT,3,Bottom,2023_01_09,SB2,Plant_3_2023_01_09,Mitch,2023_01_09,1000907
B10,804312,WT,3,Bottom,2023_01_09,SB2,Plant_3_2023_01_09,Mitch,2023_01_09,804312
B11,890190,WT,3,Bottom,2023_01_09,SB2,Plant_3_2023_01_09,Mitch,2023_01_09,890190
B12,897410,WT,3,Bottom,2023_01_09,SB2,Plant_3_2023_01_09,Mitch,2023_01_09,897410
C1,689868,WT,4,Top,2023_01_09,SB2,Plant_4_2023_01_09,Mitch,2023_01_09,689868
C2,491035,WT,4,Top,2023_01_09,SB2,Plant_4_2023_01_09,Mitch,2023_01_09,491035
C3,540599,WT,4,Top,2023_01_09,SB2,Plant_4_2023_01_09,Mitch,2023_01_09,540599
C4,490330,WT,4,Top,2023_01_09,SB2,Plant_4_2023_01_09,Mitch,2023_01_09,490330
C5,768760,WT,4,Bottom,2023_01_09,SB2,Plant_4_2023_01_09,Mitch,2023_01_09,768760
C6,167283,WT,4,Bottom,2023_01_09,SB2,Plant_4_2023_01_09,Mitch,2023_01_09,167283
C7,878053,WT,4,Bottom,2023_01_09,SB2,Plant_4_2023_01_09,Mitch,2023_01_09,878053
C8,657709,WT,4,Bottom,2023_01_09,SB2,Plant_4_2023_01_09,Mitch,2023_01_09,657709
C9,628564,WT,5,Top,2023_01_09,SB2,Plant_5_2023_01_09,Mitch,2023_01_09,628564
C10,539318,WT,5,Top,2023_01_09,SB2,Plant_5_2023_01_09,Mitch,2023_01_09,539318
C11,556921,WT,5,Top,2023_01_09,SB2,Plant_5_2023_01_09,Mitch,2023_01_09,556921
C12,802053,WT,5,Top,2023_01_09,SB2,Plant_5_2023_01_09,Mitch,2023_01_09,802053
D1,689383,WT,5,Bottom,2023_01_09,SB2,Plant_5_2023_01_09,Mitch,2023_01_09,689383
D2,700514,WT,5,Bottom,2023_01_09,SB2,Plant_5_2023_01_09,Mitch,2023_01_09,700514
D3,618253,WT,5,Bottom,2023_01_09,SB2,Plant_5_2023_01_09,Mitch,2023_01_09,618253
D4,623352,WT,5,Bottom,2023_01_09,SB2,Plant_5_2023_01_09,Mitch,2023_01_09,623352
D5,773998,WT,6,Top,2023_01_09,SB2,Plant_6_2023_01_09,Mitch,2023_01_09,773998
D6,894928,WT,6,Top,2023_01_09,SB2,Plant_6_2023_01_09,Mitch,2023_01_09,894928
D7,895728,WT,6,Top,2023_01_09,SB2,Plant_6_2023_01_09,Mitch,2023_01_09,895728
D8,1018887,WT,6,Top,2023_01_09,SB2,Plant_6_2023_01_09,Mitch,2023_01_09,1018887
D9,783425,WT,6,Bottom,2023_01_09,SB2,Plant_6_2023_01_09,Mitch,2023_01_09,783425
D10,776989,WT,6,Bottom,2023_01_09,SB2,Plant_6_2023_01_09,Mitch,2023_01_09,776989
D11,788936,WT,6,Bottom,2023_01_09,SB2,Plant_6_2023_01_09,Mitch,2023_01_09,788936
D12,689265,WT,6,Bottom,2023_01_09,SB2,Plant_6_2023_01_09,Mitch,2023_01_09,689265
E1,513972,WT,7,Top,2023_01_09,SB2,Plant_7_2023_01_09,Mitch,2023_01_09,513972
E2,635093,WT,7,Top,2023_01_09,SB2,Plant_7_2023_01_09,Mitch,2023_01_09,635093
E3,615898,WT,7,Top,2023_01_09,SB2,Plant_7_2023_01_09,Mitch,2023_01_09,615898
E4,740618,WT,7,Top,2023_01_09,SB2,Plant_7_2023_01_09,Mitch,2023_01_09,740618
E5,664022,WT,7,Bottom,2023_01_09,SB2,Plant_7_2023_01_09,Mitch,2023_01_09,664022
E6,532994,WT,7,Bottom,2023_01_09,SB2,Plant_7_2023_01_09,Mitch,2023_01_09,532994
E7,709893,WT,7,Bottom,2023_01_09,SB2,Plant_7_2023_01_09,Mitch,2023_01_09,709893
E8,738052,WT,7,Bottom,2023_01_09,SB2,Plant_7_2023_01_09,Mitch,2023_01_09,738052
E9,531076,WT,8,Top,2023_01_09,SB2,Plant_8_2023_01_09,Mitch,2023_01_09,531076
E10,534504,WT,8,Top,2023_01_09,SB2,Plant_8_2023_01_09,Mitch,2023_01_09,534504
E11,570462,WT,8,Top,2023_01_09,SB2,Plant_8_2023_01_09,Mitch,2023_01_09,570462
E12,787930,WT,8,Top,2023_01_09,SB2,Plant_8_2023_01_09,Mitch,2023_01_09,787930
F1,579312,WT,8,Bottom,2023_01_09,SB2,Plant_8_2023_01_09,Mitch,2023_01_09,579312
F2,642416,WT,8,Bottom,2023_01_09,SB2,Plant_8_2023_01_09,Mitch,2023_01_09,642416
F3,619080,WT,8,Bottom,2023_01_09,SB2,Plant_8_2023_01_09,Mitch,2023_01_09,619080
F4,619623,WT,8,Bottom,2023_01_09,SB2,Plant_8_2023_01_09,Mitch,2023_01_09,619623
A1,1497,Leaf,1,Top,2023_01_09,SB2,Plant_1_2023_01_09,Mitch,2023_01_09,1497
A2,1094,Leaf,1,Top,2023_01_09,SB2,Plant_1_2023_01_09,Mitch,2023_01_09,1094
A3,1166,Leaf,1,Top,2023_01_09,SB2,Plant_1_2023_01_09,Mitch,2023_01_09,1166
A4,1082,Leaf,1,Top,2023_01_09,SB2,Plant_1_2023_01_09,Mitch,2023_01_09,1082
A5,1047,Leaf,1,Bottom,2023_01_09,SB2,Plant_1_2023_01_09,Mitch,2023_01_09,1047
A6,927,Leaf,1,Bottom,2023_01_09,SB2,Plant_1_2023_01_09,Mitch,2023_01_09,927
A7,1053,Leaf,1,Bottom,2023_01_09,SB2,Plant_1_2023_01_09,Mitch,2023_01_09,1053
A8,1163,Leaf,1,Bottom,2023_01_09,SB2,Plant_1_2023_01_09,Mitch,2023_01_09,1163
A9,228,Leaf,2,Top,2023_01_09,SB2,Plant_2_2023_01_09,Mitch,2023_01_09,228
A10,216,Leaf,2,Top,2023_01_09,SB2,Plant_2_2023_01_09,Mitch,2023_01_09,216
A11,216,Leaf,2,Top,2023_01_09,SB2,Plant_2_2023_01_09,Mitch,2023_01_09,216
A12,228,Leaf,2,Top,2023_01_09,SB2,Plant_2_2023_01_09,Mitch,2023_01_09,228
B1,1131,Leaf,2,Bottom,2023_01_09,SB2,Plant_2_2023_01_09,Mitch,2023_01_09,1131
B2,1037,Leaf,2,Bottom,2023_01_09,SB2,Plant_2_2023_01_09,Mitch,2023_01_09,1037
B3,1091,Leaf,2,Bottom,2023_01_09,SB2,Plant_2_2023_01_09,Mitch,2023_01_09,1091
B4,1024,Leaf,2,Bottom,2023_01_09,SB2,Plant_2_2023_01_09,Mitch,2023_01_09,1024
B5,1054,Leaf,3,Top,2023_01_09,SB2,Plant_3_2023_01_09,Mitch,2023_01_09,1054
B6,998,Leaf,3,Top,2023_01_09,SB2,Plant_3_2023_01_09,Mitch,2023_01_09,998
B7,1224,Leaf,3,Top,2023_01_09,SB2,Plant_3_2023_01_09,Mitch,2023_01_09,1224
B8,1000,Leaf,3,Top,2023_01_09,SB2,Plant_3_2023_01_09,Mitch,2023_01_09,1000
A1,496367,WT,1,Top,2023_02_06,SB2,Plant_1_2023_02_06,Mitch,2023_02_06,496367
A2,418112,WT,1,Top,2023_02_06,SB2,Plant_1_2023_02_06,Mitch,2023_02_06,418112
A3,629010,WT,1,Top,2023_02_06,SB2,Plant_1_2023_02_06,Mitch,2023_02_06,629010
A4,472149,WT,1,Top,2023_02_06,SB2,Plant_1_2023_02_06,Mitch,2023_02_06,472149
A5,752435,WT,1,Bottom,2023_02_06,SB2,Plant_1_2023_02_06,Mitch,2023_02_06,752435
A6,728654,WT,1,Bottom,2023_02_06,SB2,Plant_1_2023_02_06,Mitch,2023_02_06,728654
A7,627808,WT,1,Bottom,2023_02_06,SB2,Plant_1_2023_02_06,Mitch,2023_02_06,627808
A8,536367,WT,1,Bottom,2023_02_06,SB2,Plant_1_2023_02_06,Mitch,2023_02_06,536367
A9,627998,WT,2,Top,2023_02_06,SB2,Plant_2_2023_02_06,Mitch,2023_02_06,627998
A10,713885,WT,2,Top,2023_02_06,SB2,Plant_2_2023_02_06,Mitch,2023_02_06,713885
A11,595824,WT,2,Top,2023_02_06,SB2,Plant_2_2023_02_06,Mitch,2023_02_06,595824
A12,739150,WT,2,Top,2023_02_06,SB2,Plant_2_2023_02_06,Mitch,2023_02_06,739150
B1,428641,WT,2,Bottom,2023_02_06,SB2,Plant_2_2023_02_06,Mitch,2023_02_06,428641
B2,484404,WT,2,Bottom,2023_02_06,SB2,Plant_2_2023_02_06,Mitch,2023_02_06,484404
B3,489772,WT,2,Bottom,2023_02_06,SB2,Plant_2_2023_02_06,Mitch,2023_02_06,489772
B4,443433,WT,2,Bottom,2023_02_06,SB2,Plant_2_2023_02_06,Mitch,2023_02_06,443433
B5,521545,WT,3,Top,2023_02_06,SB2,Plant_3_2023_02_06,Mitch,2023_02_06,521545
B6,609536,WT,3,Top,2023_02_06,SB2,Plant_3_2023_02_06,Mitch,2023_02_06,609536
B7,631860,WT,3,Top,2023_02_06,SB2,Plant_3_2023_02_06,Mitch,2023_02_06,631860
B8,581409,WT,3,Top,2023_02_06,SB2,Plant_3_2023_02_06,Mitch,2023_02_06,581409
B9,465274,WT,3,Bottom,2023_02_06,SB2,Plant_3_2023_02_06,Mitch,2023_02_06,465274
B10,486232,WT,3,Bottom,2023_02_06,SB2,Plant_3_2023_02_06,Mitch,2023_02_06,486232
B11,460232,WT,3,Bottom,2023_02_06,SB2,Plant_3_2023_02_06,Mitch,2023_02_06,460232
B12,381572,WT,3,Bottom,2023_02_06,SB2,Plant_3_2023_02_06,Mitch,2023_02_06,381572
C1,569759,WT,4,Top,2023_02_06,SB2,Plant_4_2023_02_06,Mitch,2023_02_06,569759
C2,471289,WT,4,Top,2023_02_06,SB2,Plant_4_2023_02_06,Mitch,2023_02_06,471289
C3,891847,WT,4,Top,2023_02_06,SB2,Plant_4_2023_02_06,Mitch,2023_02_06,891847
C4,409762,WT,4,Top,2023_02_06,SB2,Plant_4_2023_02_06,Mitch,2023_02_06,409762
C5,776462,WT,4,Bottom,2023_02_06,SB2,Plant_4_2023_02_06,Mitch,2023_02_06,776462
C6,767704,WT,4,Bottom,2023_02_06,SB2,Plant_4_2023_02_06,Mitch,2023_02_06,767704
C7,689541,WT,4,Bottom,2023_02_06,SB2,Plant_4_2023_02_06,Mitch,2023_02_06,689541
C8,732769,WT,4,Bottom,2023_02_06,SB2,Plant_4_2023_02_06,Mitch,2023_02_06,732769
C9,392444,WT,5,Top,2023_02_06,SB2,Plant_5_2023_02_06,Mitch,2023_02_06,392444
C10,380365,WT,5,Top,2023_02_06,SB2,Plant_5_2023_02_06,Mitch,2023_02_06,380365
C11,358244,WT,5,Top,2023_02_06,SB2,Plant_5_2023_02_06,Mitch,2023_02_06,358244
C12,556977,WT,5,Top,2023_02_06,SB2,Plant_5_2023_02_06,Mitch,2023_02_06,556977
D1,637196,WT,5,Bottom,2023_02_06,SB2,Plant_5_2023_02_06,Mitch,2023_02_06,637196
D2,716933,WT,5,Bottom,2023_02_06,SB2,Plant_5_2023_02_06,Mitch,2023_02_06,716933
D3,691955,WT,5,Bottom,2023_02_06,SB2,Plant_5_2023_02_06,Mitch,2023_02_06,691955
D4,715932,WT,5,Bottom,2023_02_06,SB2,Plant_5_2023_02_06,Mitch,2023_02_06,715932
D5,467185,WT,6,Top,2023_02_06,SB2,Plant_6_2023_02_06,Mitch,2023_02_06,467185
D6,487831,WT,6,Top,2023_02_06,SB2,Plant_6_2023_02_06,Mitch,2023_02_06,487831
D7,432306,WT,6,Top,2023_02_06,SB2,Plant_6_2023_02_06,Mitch,2023_02_06,432306
D8,586299,WT,6,Top,2023_02_06,SB2,Plant_6_2023_02_06,Mitch,2023_02_06,586299
D9,443228,WT,6,Bottom,2023_02_06,SB2,Plant_6_2023_02_06,Mitch,2023_02_06,443228
D10,437965,WT,6,Bottom,2023_02_06,SB2,Plant_6_2023_02_06,Mitch,2023_02_06,437965
D11,421176,WT,6,Bottom,2023_02_06,SB2,Plant_6_2023_02_06,Mitch,2023_02_06,421176
D12,518833,WT,6,Bottom,2023_02_06,SB2,Plant_6_2023_02_06,Mitch,2023_02_06,518833
E1,436407,WT,7,Top,2023_02_06,SB2,Plant_7_2023_02_06,Mitch,2023_02_06,436407
E2,602594,WT,7,Top,2023_02_06,SB2,Plant_7_2023_02_06,Mitch,2023_02_06,602594
E3,578121,WT,7,Top,2023_02_06,SB2,Plant_7_2023_02_06,Mitch,2023_02_06,578121
E4,552410,WT,7,Top,2023_02_06,SB2,Plant_7_2023_02_06,Mitch,2023_02_06,552410
E5,633671,WT,7,Bottom,2023_02_06,SB2,Plant_7_2023_02_06,Mitch,2023_02_06,633671
E6,467115,WT,7,Bottom,2023_02_06,SB2,Plant_7_2023_02_06,Mitch,2023_02_06,467115
E7,385598,WT,7,Bottom,2023_02_06,SB2,Plant_7_2023_02_06,Mitch,2023_02_06,385598
E8,390435,WT,7,Bottom,2023_02_06,SB2,Plant_7_2023_02_06,Mitch,2023_02_06,390435
E9,1074984,WT,8,Top,2023_02_06,SB2,Plant_8_2023_02_06,Mitch,2023_02_06,1074984
E10,836847,WT,8,Top,2023_02_06,SB2,Plant_8_2023_02_06,Mitch,2023_02_06,836847
E11,487834,WT,8,Top,2023_02_06,SB2,Plant_8_2023_02_06,Mitch,2023_02_06,487834
E12,805417,WT,8,Top,2023_02_06,SB2,Plant_8_2023_02_06,Mitch,2023_02_06,805417
F1,747009,WT,8,Bottom,2023_02_06,SB2,Plant_8_2023_02_06,Mitch,2023_02_06,747009
F2,564136,WT,8,Bottom,2023_02_06,SB2,Plant_8_2023_02_06,Mitch,2023_02_06,564136
F3,530000,WT,8,Bottom,2023_02_06,SB2,Plant_8_2023_02_06,Mitch,2023_02_06,530000
F4,491830,WT,8,Bottom,2023_02_06,SB2,Plant_8_2023_02_06,Mitch,2023_02_06,491830
F5,898,Leaf,1,Top,2023_02_06,SB2,Plant_1_2023_02_06,Mitch,2023_02_06,898
F6,914,Leaf,1,Top,2023_02_06,SB2,Plant_1_2023_02_06,Mitch,2023_02_06,914
F7,998,Leaf,1,Top,2023_02_06,SB2,Plant_1_2023_02_06,Mitch,2023_02_06,998
F8,854,Leaf,1,Top,2023_02_06,SB2,Plant_1_2023_02_06,Mitch,2023_02_06,854
F9,959,Leaf,1,Bottom,2023_02_06,SB2,Plant_1_2023_02_06,Mitch,2023_02_06,959
F10,952,Leaf,1,Bottom,2023_02_06,SB2,Plant_1_2023_02_06,Mitch,2023_02_06,952
F11,1056,Leaf,1,Bottom,2023_02_06,SB2,Plant_1_2023_02_06,Mitch,2023_02_06,1056
F12,868,Leaf,1,Bottom,2023_02_06,SB2,Plant_1_2023_02_06,Mitch,2023_02_06,868
G1,998,Leaf,2,Top,2023_02_06,SB2,Plant_2_2023_02_06,Mitch,2023_02_06,998
G2,951,Leaf,2,Top,2023_02_06,SB2,Plant_2_2023_02_06,Mitch,2023_02_06,951
G3,937,Leaf,2,Top,2023_02_06,SB2,Plant_2_2023_02_06,Mitch,2023_02_06,937
G4,948,Leaf,2,Top,2023_02_06,SB2,Plant_2_2023_02_06,Mitch,2023_02_06,948
A1,967482,WT,1,Top,2023_05_30,SB2,Plant_1_2023_05_30,Mitch,2023_05_30,967482
A2,1375820,WT,1,Top,2023_05_30,SB2,Plant_1_2023_05_30,Mitch,2023_05_30,1375820
A3,1536022,WT,1,Top,2023_05_30,SB2,Plant_1_2023_05_30,Mitch,2023_05_30,1536022
A4,1044916,WT,1,Top,2023_05_30,SB2,Plant_1_2023_05_30,Mitch,2023_05_30,1044916
A5,1361309,WT,1,Bottom,2023_05_30,SB2,Plant_1_2023_05_30,Mitch,2023_05_30,1361309
A6,1098907,WT,1,Bottom,2023_05_30,SB2,Plant_1_2023_05_30,Mitch,2023_05_30,1098907
A7,1265169,WT,1,Bottom,2023_05_30,SB2,Plant_1_2023_05_30,Mitch,2023_05_30,1265169
A8,1249802,WT,1,Bottom,2023_05_30,SB2,Plant_1_2023_05_30,Mitch,2023_05_30,1249802
A9,1032454,WT,2,Top,2023_05_30,SB2,Plant_2_2023_05_30,Mitch,2023_05_30,1032454
A10,1275467,WT,2,Top,2023_05_30,SB2,Plant_2_2023_05_30,Mitch,2023_05_30,1275467
A11,1034192,WT,2,Top,2023_05_30,SB2,Plant_2_2023_05_30,Mitch,2023_05_30,1034192
A12,1357250,WT,2,Top,2023_05_30,SB2,Plant_2_2023_05_30,Mitch,2023_05_30,1357250
B1,1084719,WT,2,Bottom,2023_05_30,SB2,Plant_2_2023_05_30,Mitch,2023_05_30,1084719
B2,816322,WT,2,Bottom,2023_05_30,SB2,Plant_2_2023_05_30,Mitch,2023_05_30,816322
B3,919963,WT,2,Bottom,2023_05_30,SB2,Plant_2_2023_05_30,Mitch,2023_05_30,919963
B4,789813,WT,2,Bottom,2023_05_30,SB2,Plant_2_2023_05_30,Mitch,2023_05_30,789813
B5,973216,WT,3,Top,2023_05_30,SB2,Plant_3_2023_05_30,Mitch,2023_05_30,973216
B6,1030453,WT,3,Top,2023_05_30,SB2,Plant_3_2023_05_30,Mitch,2023_05_30,1030453
B7,1379186,WT,3,Top,2023_05_30,SB2,Plant_3_2023_05_30,Mitch,2023_05_30,1379186
B8,1129219,WT,3,Top,2023_05_30,SB2,Plant_3_2023_05_30,Mitch,2023_05_30,1129219
B9,944308,WT,3,Bottom,2023_05_30,SB2,Plant_3_2023_05_30,Mitch,2023_05_30,944308
B10,1019102,WT,3,Bottom,2023_05_30,SB2,Plant_3_2023_05_30,Mitch,2023_05_30,1019102
B11,1094051,WT,3,Bottom,2023_05_30,SB2,Plant_3_2023_05_30,Mitch,2023_05_30,1094051
B12,857746,WT,3,Bottom,2023_05_30,SB2,Plant_3_2023_05_30,Mitch,2023_05_30,857746
C1,1424890,WT,4,Top,2023_05_30,SB2,Plant_4_2023_05_30,Mitch,2023_05_30,1424890
C2,1358599,WT,4,Top,2023_05_30,SB2,Plant_4_2023_05_30,Mitch,2023_05_30,1358599
C3,946357,WT,4,Top,2023_05_30,SB2,Plant_4_2023_05_30,Mitch,2023_05_30,946357
C4,964663,WT,4,Top,2023_05_30,SB2,Plant_4_2023_05_30,Mitch,2023_05_30,964663
C5,1101117,WT,4,Bottom,2023_05_30,SB2,Plant_4_2023_05_30,Mitch,2023_05_30,1101117
C6,901791,WT,4,Bottom,2023_05_30,SB2,Plant_4_2023_05_30,Mitch,2023_05_30,901791
C7,820768,WT,4,Bottom,2023_05_30,SB2,Plant_4_2023_05_30,Mitch,2023_05_30,820768
C8,1227330,WT,4,Bottom,2023_05_30,SB2,Plant_4_2023_05_30,Mitch,2023_05_30,1227330
C9,806071,WT,5,Top,2023_05_30,SB2,Plant_5_2023_05_30,Mitch,2023_05_30,806071
C10,976166,WT,5,Top,2023_05_30,SB2,Plant_5_2023_05_30,Mitch,2023_05_30,976166
C11,1043330,WT,5,Top,2023_05_30,SB2,Plant_5_2023_05_30,Mitch,2023_05_30,1043330
C12,948859,WT,5,Top,2023_05_30,SB2,Plant_5_2023_05_30,Mitch,2023_05_30,948859
D1,713738,WT,5,Bottom,2023_05_30,SB2,Plant_5_2023_05_30,Mitch,2023_05_30,713738
D2,983107,WT,5,Bottom,2023_05_30,SB2,Plant_5_2023_05_30,Mitch,2023_05_30,983107
D3,644703,WT,5,Bottom,2023_05_30,SB2,Plant_5_2023_05_30,Mitch,2023_05_30,644703
D4,720244,WT,5,Bottom,2023_05_30,SB2,Plant_5_2023_05_30,Mitch,2023_05_30,720244
D5,1099907,WT,6,Top,2023_05_30,SB2,Plant_6_2023_05_30,Mitch,2023_05_30,1099907
D6,1311347,WT,6,Top,2023_05_30,SB2,Plant_6_2023_05_30,Mitch,2023_05_30,1311347
D7,1265558,WT,6,Top,2023_05_30,SB2,Plant_6_2023_05_30,Mitch,2023_05_30,1265558
D8,964806,WT,6,Top,2023_05_30,SB2,Plant_6_2023_05_30,Mitch,2023_05_30,964806
D9,1021968,WT,6,Bottom,2023_05_30,SB2,Plant_6_2023_05_30,Mitch,2023_05_30,1021968
D10,840469,WT,6,Bottom,2023_05_30,SB2,Plant_6_2023_05_30,Mitch,2023_05_30,840469
D11,711658,WT,6,Bottom,2023_05_30,SB2,Plant_6_2023_05_30,Mitch,2023_05_30,711658
D12,1085153,WT,6,Bottom,2023_05_30,SB2,Plant_6_2023_05_30,Mitch,2023_05_30,1085153
E1,386318,WT,7,Top,2023_05_30,SB2,Plant_7_2023_05_30,Mitch,2023_05_30,386318
E2,931863,WT,7,Top,2023_05_30,SB2,Plant_7_2023_05_30,Mitch,2023_05_30,931863
E3,785522,WT,7,Top,2023_05_30,SB2,Plant_7_2023_05_30,Mitch,2023_05_30,785522
E4,900311,WT,7,Top,2023_05_30,SB2,Plant_7_2023_05_30,Mitch,2023_05_30,900311
E5,833563,WT,7,Bottom,2023_05_30,SB2,Plant_7_2023_05_30,Mitch,2023_05_30,833563
E6,666300,WT,7,Bottom,2023_05_30,SB2,Plant_7_2023_05_30,Mitch,2023_05_30,666300
E7,751102,WT,7,Bottom,2023_05_30,SB2,Plant_7_2023_05_30,Mitch,2023_05_30,751102
E8,949080,WT,7,Bottom,2023_05_30,SB2,Plant_7_2023_05_30,Mitch,2023_05_30,949080
E9,954791,WT,8,Top,2023_05_30,SB2,Plant_8_2023_05_30,Mitch,2023_05_30,954791
E10,958122,WT,8,Top,2023_05_30,SB2,Plant_8_2023_05_30,Mitch,2023_05_30,958122
E11,890231,WT,8,Top,2023_05_30,SB2,Plant_8_2023_05_30,Mitch,2023_05_30,890231
E12,581567,WT,8,Top,2023_05_30,SB2,Plant_8_2023_05_30,Mitch,2023_05_30,581567
F1,970082,WT,8,Bottom,2023_05_30,SB2,Plant_8_2023_05_30,Mitch,2023_05_30,970082
F2,892393,WT,8,Bottom,2023_05_30,SB2,Plant_8_2023_05_30,Mitch,2023_05_30,892393
F3,740495,WT,8,Bottom,2023_05_30,SB2,Plant_8_2023_05_30,Mitch,2023_05_30,740495
F4,773556,WT,8,Bottom,2023_05_30,SB2,Plant_8_2023_05_30,Mitch,2023_05_30,773556
A1,1156768,WT,1,Top,2023_07_03,SB2,Plant_1_2023_07_03,Mitch,2023_07_03,1156768
A2,879843,WT,1,Top,2023_07_03,SB2,Plant_1_2023_07_03,Mitch,2023_07_03,879843
A3,1092635,WT,1,Top,2023_07_03,SB2,Plant_1_2023_07_03,Mitch,2023_07_03,1092635
A4,1108683,WT,1,Top,2023_07_03,SB2,Plant_1_2023_07_03,Mitch,2023_07_03,1108683
