Well,GFP,Strain,Plant,Leaf,Date,Machine,Unique_plant_ID,Puncher,Date,GFP
B5,379227,WT,3,Top,2022_09_19,SB3,Plant_3_2022_09_19,Mitch,2022_09_19,379227
B6,399128,WT,3,Top,2022_09_19,SB3,Plant_3_2022_09_19,Mitch,2022_09_19,399128
B7,407850,WT,3,Top,2022_09_19,SB3,Plant_3_2022_09_19,Mitch,2022_09_19,407850
B8,446695,WT,3,Top,2022_09_19,SB3,Plant_3_2022_09_19,Mitch,2022_09_19,446695
B9,181948,WT,3,Bottom,2022_09_19,SB3,Plant_3_2022_09_19,Mitch,2022_09_19,181948
B10,179427,WT,3,Bottom,2022_09_19,SB3,Plant_3_2022_09_19,Mitch,2022_09_19,179427
B11,224034,WT,3,Bottom,2022_09_19,SB3,Plant_3_2022_09_19,Mitch,2022_09_19,224034
B12,394933,WT,3,Bottom,2022_09_19,SB3,Plant_3_2022_09_19,Mitch,2022_09_19,394933
C1,362440,WT,4,Top,2022_09_19,SB3,Plant_4_2022_09_19,Mitch,2022_09_19,362440
C2,283894,WT,4,Top,2022_09_19,SB3,Plant_4_2022_09_19,Mitch,2022_09_19,283894
C3,376399,WT,4,Top,2022_09_19,SB3,Plant_4_2022_09_19,Mitch,2022_09_19,376399
C4,280052,WT,4,Top,2022_09_19,SB3,Plant_4_2022_09_19,Mitch,2022_09_19,280052
C5,296212,WT,4,Bottom,2022_09_19,SB3,Plant_4_2022_09_19,Mitch,2022_09_19,296212
C6,252469,WT,4,Bottom,2022_09_19,SB3,Plant_4_2022_09_19,Mitch,2022_09_19,252469
C7,266459,WT,4,Bottom,2022_09_19,SB3,Plant_4_2022_09_19,Mitch,2022_09_19,266459
C8,187028,WT,4,Bottom,2022_09_19,SB3,Plant_4_2022_09_19,Mitch,2022_09_19,187028
C9,316905,WT,5,Top,2022_09_19,SB3,Plant_5_2022_09_19,Mitch,2022_09_19,316905
C10,343832,WT,5,Top,2022_09_19,SB3,Plant_5_2022_09_19,Mitch,2022_09_19,343832
C11,425072,WT,5,Top,2022_09_19,SB3,Plant_5_2022_09_19,Mitch,2022_09_19,425072
C12,352938,WT,5,Top,2022_09_19,SB3,Plant_5_2022_09_19,Mitch,2022_09_19,352938
D1,297452,WT,5,Bottom,2022_09_19,SB3,Plant_5_2022_09_19,Mitch,2022_09_19,297452
D2,275260,WT,5,Bottom,2022_09_19,SB3,Plant_5_2022_09_19,Mitch,2022_09_19,275260
D3,358022,WT,5,Bottom,2022_09_19,SB3,Plant_5_2022_09_19,Mitch,2022_09_19,358022
D4,293154,WT,5,Bottom,2022_09_19,SB3,Plant_5_2022_09_19,Mitch,2022_09_19,293154
D5,403938,WT,6,Top,2022_09_19,SB3,Plant_6_2022_09_19,Mitch,2022_09_19,403938
D6,573762,WT,6,Top,2022_09_19,SB3,Plant_6_2022_09_19,Mitch,2022_09_19,573762
D7,406611,WT,6,Top,2022_09_19,SB3,Plant_6_2022_09_19,Mitch,2022_09_19,406611
D8,484533,WT,6,Top,2022_09_19,SB3,Plant_6_2022_09_19,Mitch,2022_09_19,484533
D9,391378,WT,6,Bottom,2022_09_19,SB3,Plant_6_2022_09_19,Mitch,2022_09_19,391378
D10,181187,WT,6,Bottom,2022_09_19,SB3,Plant_6_2022_09_19,Mitch,2022_09_19,181187
D11,222899,WT,6,Bottom,2022_09_19,SB3,Plant_6_2022_09_19,Mitch,2022_09_19,222899
D12,316740,WT,6,Bottom,2022_09_19,SB3,Plant_6_2022_09_19,Mitch,2022_09_19,316740
E1,368690,WT,7,Top,2022_09_19,SB3,Plant_7_2022_09_19,Mitch,2022_09_19,368690
E2,396103,WT,7,Top,2022_09_19,SB3,Plant_7_2022_09_19,Mitch,2022_09_19,396103
E3,359470,WT,7,Top,2022_09_19,SB3,Plant_7_2022_09_19,Mitch,2022_09_19,359470
E4,359939,WT,7,Top,2022_09_19,SB3,Plant_7_2022_09_19,Mitch,2022_09_19,359939
E5,253808,WT,7,Bottom,2022_09_19,SB3,Plant_7_2022_09_19,Mitch,2022_09_19,253808
E6,291273,WT,7,Bottom,2022_09_19,SB3,Plant_7_2022_09_19,Mitch,2022_09_19,291273
E7,256662,WT,7,Bottom,2022_09_19,SB3,Plant_7_2022_09_19,Mitch,2022_09_19,256662
E8,254544,WT,7,Bottom,2022_09_19,SB3,Plant_7_2022_09_19,Mitch,2022_09_19,254544
E9,251110,WT,8,Top,2022_09_19,SB3,Plant_8_2022_09_19,Mitch,2022_09_19,251110
E10,604772,WT,8,Top,2022_09_19,SB3,Plant_8_2022_09_19,Mitch,2022_09_19,604772
E11,302920,WT,8,Top,2022_09_19,SB3,Plant_8_2022_09_19,Mitch,2022_09_19,302920
E12,384613,WT,8,Top,2022_09_19,SB3,Plant_8_2022_09_19,Mitch,2022_09_19,384613
F1,286078,WT,8,Bottom,2022_09_19,SB3,Plant_8_2022_09_19,Mitch,2022_09_19,286078
F2,341175,WT,8,Bottom,2022_09_19,SB3,Plant_8_2022_09_19,Mitch,2022_09_19,341175
F3,356939,WT,8,Bottom,2022_09_19,SB3,Plant_8_2022_09_19,Mitch,2022_09_19,356939
F4,259708,WT,8,Bottom,2022_09_19,SB3,Plant_8_2022_09_19,Mitch,2022_09_19,259708
A1,590484,WT,1,Top,2022_09_05,SB3,Plant_1_2022_09_05,Mitch,2022_09_05,590484
A2,507461,WT,1,Top,2022_09_05,SB3,Plant_1_2022_09_05,Mitch,2022_09_05,507461
A3,632063,WT,1,Top,2022_09_05,SB3,Plant_1_2022_09_05,Mitch,2022_09_05,632063
A4,412717,WT,1,Top,2022_09_05,SB3,Plant_1_2022_09_05,Mitch,2022_09_05,412717
A5,237246,WT,1,Bottom,2022_09_05,SB3,Plant_1_2022_09_05,Mitch,2022_09_05,237246
A6,251805,WT,1,Bottom,2022_09_05,SB3,Plant_1_2022_09_05,Mitch,2022_09_05,251805
A7,281050,WT,1,Bottom,2022_09_05,SB3,Plant_1_2022_09_05,Mitch,2022_09_05,281050
A8,374315,WT,1,Bottom,2022_09_05,SB3,Plant_1_2022_09_05,Mitch,2022_09_05,374315
A9,479970,WT,2,Top,2022_09_05,SB3,Plant_2_2022_09_05,Mitch,2022_09_05,479970
A10,392237,WT,2,Top,2022_09_05,SB3,Plant_2_2022_09_05,Mitch,2022_09_05,392237
A11,402552,WT,2,Top,2022_09_05,SB3,Plant_2_2022_09_05,Mitch,2022_09_05,402552
A12,364444,WT,2,Top,2022_09_05,SB3,Plant_2_2022_09_05,Mitch,2022_09_05,364444
B1,293063,WT,2,Bottom,2022_09_05,SB3,Plant_2_2022_09_05,Mitch,2022_09_05,293063
B2,315931,WT,2,Bottom,2022_09_05,SB3,Plant_2_2022_09_05,Mitch,2022_09_05,315931
B3,293703,WT,2,Bottom,2022_09_05,SB3,Plant_2_2022_09_05,Mitch,2022_09_05,293703
B4,311598,WT,2,Bottom,2022_09_05,SB3,Plant_2_2022_09_05,Mitch,2022_09_05,311598
B5,477752,WT,3,Top,2022_09_05,SB3,Plant_3_2022_09_05,Mitch,2022_09_05,477752
B6,490899,WT,3,Top,2022_09_05,SB3,Plant_3_2022_09_05,Mitch,2022_09_05,490899
B7,364688,WT,3,Top,2022_09_05,SB3,Plant_3_2022_09_05,Mitch,2022_09_05,364688
B8,333995,WT,3,Top,2022_09_05,SB3,Plant_3_2022_09_05,Mitch,2022_09_05,333995
B9,291140,WT,3,Bottom,2022_09_05,SB3,Plant_3_2022_09_05,Mitch,2022_09_05,291140
B10,257067,WT,3,Bottom,2022_09_05,SB3,Plant_3_2022_09_05,Mitch,2022_09_05,257067
B11,298535,WT,3,Bottom,2022_09_05,SB3,Plant_3_2022_09_05,Mitch,2022_09_05,298535
B12,349102,WT,3,Bottom,2022_09_05,SB3,Plant_3_2022_09_05,Mitch,2022_09_05,349102
C1,345898,WT,4,Top,2022_09_05,SB3,Plant_4_2022_09_05,Mitch,2022_09_05,345898
C2,448795,WT,4,Top,2022_09_05,SB3,Plant_4_2022_09_05,Mitch,2022_09_05,448795
C3,328313,WT,4,Top,2022_09_05,SB3,Plant_4_2022_09_05,Mitch,2022_09_05,328313
C4,394519,WT,4,Top,2022_09_05,SB3,Plant_4_2022_09_05,Mitch,2022_09_05,394519
C5,460857,WT,4,Bottom,2022_09_05,SB3,Plant_4_2022_09_05,Mitch,2022_09_05,460857
C6,251792,WT,4,Bottom,2022_09_05,SB3,Plant_4_2022_09_05,Mitch,2022_09_05,251792
C7,230549,WT,4,Bottom,2022_09_05,SB3,Plant_4_2022_09_05,Mitch,2022_09_05,230549
C8,329776,WT,4,Bottom,2022_09_05,SB3,Plant_4_2022_09_05,Mitch,2022_09_05,329776
C9,327251,WT,5,Top,2022_09_05,SB3,Plant_5_2022_09_05,Mitch,2022_09_05,327251
C10,268113,WT,5,Top,2022_09_05,SB3,Plant_5_2022_09_05,Mitch,2022_09_05,268113
C11,342735,WT,5,Top,2022_09_05,SB3,Plant_5_2022_09_05,Mitch,2022_09_05,342735
C12,422058,WT,5,Top,2022_09_05,SB3,Plant_5_2022_09_05,Mitch,2022_09_05,422058
D1,236018,WT,5,Bottom,2022_09_05,SB3,Plant_5_2022_09_05,Mitch,2022_09_05,236018
D2,252507,WT,5,Bottom,2022_09_05,SB3,Plant_5_2022_09_05,Mitch,2022_09_05,252507
D3,355975,WT,5,Bottom,2022_09_05,SB3,Plant_5_2022_09_05,Mitch,2022_09_05,355975
D4,337160,WT,5,Bottom,2022_09_05,SB3,Plant_5_2022_09_05,Mitch,2022_09_05,337160
D5,534721,WT,6,Top,2022_09_05,SB3,Plant_6_2022_09_05,Mitch,2022_09_05,534721
D6,415221,WT,6,Top,2022_09_05,SB3,Plant_6_2022_09_05,Mitch,2022_09_05,415221
D7,455762,WT,6,Top,2022_09_05,SB3,Plant_6_2022_09_05,Mitch,2022_09_05,455762
D8,424448,WT,6,Top,2022_09_05,SB3,Plant_6_2022_09_05,Mitch,2022_09_05,424448
D9,467106,WT,6,Bottom,2022_09_05,SB3,Plant_6_2022_09_05,Mitch,2022_09_05,467106
D10,345549,WT,6,Bottom,2022_09_05,SB3,Plant_6_2022_09_05,Mitch,2022_09_05,345549
D11,409120,WT,6,Bottom,2022_09_05,SB3,Plant_6_2022_09_05,Mitch,2022_09_05,409120
D12,414870,WT,6,Bottom,2022_09_05,SB3,Plant_6_2022_09_05,Mitch,2022_09_05,414870
E1,544694,WT,7,Top,2022_09_05,SB3,Plant_7_2022_09_05,Mitch,2022_09_05,544694
E2,354355,WT,7,Top,2022_09_05,SB3,Plant_7_2022_09_05,Mitch,2022_09_05,354355
E3,450530,WT,7,Top,2022_09_05,SB3,Plant_7_2022_09_05,Mitch,2022_09_05,450530
E4,517285,WT,7,Top,2022_09_05,SB3,Plant_7_2022_09_05,Mitch,2022_09_05,517285
E5,411521,WT,7,Bottom,2022_09_05,SB3,Plant_7_2022_09_05,Mitch,2022_09_05,411521
E6,293201,WT,7,Bottom,2022_09_05,SB3,Plant_7_2022_09_05,Mitch,2022_09_05,293201
E7,323270,WT,7,Bottom,2022_09_05,SB3,Plant_7_2022_09_05,Mitch,2022_09_05,323270
E8,283777,WT,7,Bottom,2022_09_05,SB3,Plant_7_2022_09_05,Mitch,2022_09_05,283777
E9,218558,WT,8,Top,2022_09_05,SB3,Plant_8_2022_09_05,Mitch,2022_09_05,218558
E10,234541,WT,8,Top,2022_09_05,SB3,Plant_8_2022_09_05,Mitch,2022_09_05,234541
E11,317368,WT,8,Top,2022_09_05,SB3,Plant_8_2022_09_05,Mitch,2022_09_05,317368
E12,326938,WT,8,Top,2022_09_05,SB3,Plant_8_2022_09_05,Mitch,2022_09_05,326938
F1,350991,WT,8,Bottom,2022_09_05,SB3,Plant_8_2022_09_05,Mitch,2022_09_05,350991
F2,348557,WT,8,Bottom,2022_09_05,SB3,Plant_8_2022_09_05,Mitch,2022_09_05,348557
F3,434295,WT,8,Bottom,2022_09_05,SB3,Plant_8_2022_09_05,Mitch,2022_09_05,434295
F4,440599,WT,8,Bottom,2022_09_05,SB3,Plant_8_2022_09_05,Mitch,2022_09_05,440599
F5,563,Leaf,1,Top,2022_09_05,SB3,Plant_1_2022_09_05,Mitch,2022_09_05,563
F6,676,Leaf,1,Top,2022_09_05,SB3,Plant_1_2022_09_05,Mitch,2022_09_05,676
F7,728,Leaf,1,Top,2022_09_05,SB3,Plant_1_2022_09_05,Mitch,2022_09_05,728
F8,688,Leaf,1,Top,2022_09_05,SB3,Plant_1_2022_09_05,Mitch,2022_09_05,688
F9,676,Leaf,1,Bottom,2022_09_05,SB3,Plant_1_2022_09_05,Mitch,2022_09_05,676
F10,712,Leaf,1,Bottom,2022_09_05,SB3,Plant_1_2022_09_05,Mitch,2022_09_05,712
F11,710,Leaf,1,Bottom,2022_09_05,SB3,Plant_1_2022_09_05,Mitch,2022_09_05,710
F12,702,Leaf,1,Bottom,2022_09_05,SB3,Plant_1_2022_09_05,Mitch,2022_09_05,702
G1,848,Leaf,2,Top,2022_09_05,SB3,Plant_2_2022_09_05,Mitch,2022_09_05,848
G2,717,Leaf,2,Top,2022_09_05,SB3,Plant_2_2022_09_05,Mitch,2022_09_05,717
G3,795,Leaf,2,Top,2022_09_05,SB3,Plant_2_2022_09_05,Mitch,2022_09_05,795
G4,834,Leaf,2,Top,2022_09_05,SB3,Plant_2_2022_09_05,Mitch,2022_09_05,834
A1,185108,WT,1,Top,2022_07_25,SB3,Plant_1_2022_07_25,Mitch,2022_07_25,185108
A2,254153,WT,1,Top,2022_07_25,SB3,Plant_1_2022_07_25,Mitch,2022_07_25,254153
A3,196532,WT,1,Top,2022_07_25,SB3,Plant_1_2022_07_25,Mitch,2022_07_25,196532
A4,241462,WT,1,Top,2022_07_25,SB3,Plant_1_2022_07_25,Mitch,2022_07_25,241462
A5,221387,WT,1,Bottom,2022_07_25,SB3,Plant_1_2022_07_25,Mitch,2022_07_25,221387
A6,120062,WT,1,Bottom,2022_07_25,SB3,Plant_1_2022_07_25,Mitch,2022_07_25,120062
A7,269450,WT,1,Bottom,2022_07_25,SB3,Plant_1_2022_07_25,Mitch,2022_07_25,269450
A8,324098,WT,1,Bottom,2022_07_25,SB3,Plant_1_2022_07_25,Mitch,2022_07_25,324098
A9,120149,WT,2,Top,2022_07_25,SB3,Plant_2_2022_07_25,Mitch,2022_07_25,120149
A10,174979,WT,2,Top,2022_07_25,SB3,Plant_2_2022_07_25,Mitch,2022_07_25,174979
A11,239699,WT,2,Top,2022_07_25,SB3,Plant_2_2022_07_25,Mitch,2022_07_25,239699
A12,252974,WT,2,Top,2022_07_25,SB3,Plant_2_2022_07_25,Mitch,2022_07_25,252974
B1,135280,WT,2,Bottom,2022_07_25,SB3,Plant_2_2022_07_25,Mitch,2022_07_25,135280
B2,172712,WT,2,Bottom,2022_07_25,SB3,Plant_2_2022_07_25,Mitch,2022_07_25,172712
B3,162236,WT,2,Bottom,2022_07_25,SB3,Plant_2_2022_07_25,Mitch,2022_07_25,162236
B4,249713,WT,2,Bottom,2022_07_25,SB3,Plant_2_2022_07_25,Mitch,2022_07_25,249713
B5,426592,WT,3,Top,2022_07_25,SB3,Plant_3_2022_07_25,Mitch,2022_07_25,426592
B6,247879,WT,3,Top,2022_07_25,SB3,Plant_3_2022_07_25,Mitch,2022_07_25,247879
B7,256653,WT,3,Top,2022_07_25,SB3,Plant_3_2022_07_25,Mitch,2022_07_25,256653
B8,353158,WT,3,Top,2022_07_25,SB3,Plant_3_2022_07_25,Mitch,2022_07_25,353158
B9,396597,WT,3,Bottom,2022_07_25,SB3,Plant_3_2022_07_25,Mitch,2022_07_25,396597
B10,384252,WT,3,Bottom,2022_07_25,SB3,Plant_3_2022_07_25,Mitch,2022_07_25,384252
B11,377760,WT,3,Bottom,2022_07_25,SB3,Plant_3_2022_07_25,Mitch,2022_07_25,377760
B12,355215,WT,3,Bottom,2022_07_25,SB3,Plant_3_2022_07_25,Mitch,2022_07_25,355215
C1,284317,WT,4,Top,2022_07_25,SB3,Plant_4_2022_07_25,Mitch,2022_07_25,284317
C2,429449,WT,4,Top,2022_07_25,SB3,Plant_4_2022_07_25,Mitch,2022_07_25,429449
C3,392968,WT,4,Top,2022_07_25,SB3,Plant_4_2022_07_25,Mitch,2022_07_25,392968
C4,251285,WT,4,Top,2022_07_25,SB3,Plant_4_2022_07_25,Mitch,2022_07_25,251285
C5,196636,WT,4,Bottom,2022_07_25,SB3,Plant_4_2022_07_25,Mitch,2022_07_25,196636
C6,172680,WT,4,Bottom,2022_07_25,SB3,Plant_4_2022_07_25,Mitch,2022_07_25,172680
C7,281516,WT,4,Bottom,2022_07_25,SB3,Plant_4_2022_07_25,Mitch,2022_07_25,281516
C8,210174,WT,4,Bottom,2022_07_25,SB3,Plant_4_2022_07_25,Mitch,2022_07_25,210174
C9,173813,WT,5,Top,2022_07_25,SB3,Plant_5_2022_07_25,Mitch,2022_07_25,173813
C10,272888,WT,5,Top,2022_07_25,SB3,Plant_5_2022_07_25,Mitch,2022_07_25,272888
C11,177590,WT,5,Top,2022_07_25,SB3,Plant_5_2022_07_25,Mitch,2022_07_25,177590
C12,357989,WT,5,Top,2022_07_25,SB3,Plant_5_2022_07_25,Mitch,2022_07_25,357989
D1,372310,WT,5,Bottom,2022_07_25,SB3,Plant_5_2022_07_25,Mitch,2022_07_25,372310
D2,469282,WT,5,Bottom,2022_07_25,SB3,Plant_5_2022_07_25,Mitch,2022_07_25,469282
D3,543309,WT,5,Bottom,2022_07_25,SB3,Plant_5_2022_07_25,Mitch,2022_07_25,543309
D4,325472,WT,5,Bottom,2022_07_25,SB3,Plant_5_2022_07_25,Mitch,2022_07_25,325472
D5,276394,WT,6,Top,2022_07_25,SB3,Plant_6_2022_07_25,Mitch,2022_07_25,276394
D6,343566,WT,6,Top,2022_07_25,SB3,Plant_6_2022_07_25,Mitch,2022_07_25,343566
D7,274840,WT,6,Top,2022_07_25,SB3,Plant_6_2022_07_25,Mitch,2022_07_25,274840
D8,199017,WT,6,Top,2022_07_25,SB3,Plant_6_2022_07_25,Mitch,2022_07_25,199017
D9,350741,WT,6,Bottom,2022_07_25,SB3,Plant_6_2022_07_25,Mitch,2022_07_25,350741
D10,238374,WT,6,Bottom,2022_07_25,SB3,Plant_6_2022_07_25,Mitch,2022_07_25,238374
D11,204013,WT,6,Bottom,2022_07_25,SB3,Plant_6_2022_07_25,Mitch,2022_07_25,204013
D12,235468,WT,6,Bottom,2022_07_25,SB3,Plant_6_2022_07_25,Mitch,2022_07_25,235468
E1,378198,WT,7,Top,2022_07_25,SB3,Plant_7_2022_07_25,Mitch,2022_07_25,378198
E2,287055,WT,7,Top,2022_07_25,SB3,Plant_7_2022_07_25,Mitch,2022_07_25,287055
E3,260725,WT,7,Top,2022_07_25,SB3,Plant_7_2022_07_25,Mitch,2022_07_25,260725
E4,227782,WT,7,Top,2022_07_25,SB3,Plant_7_2022_07_25,Mitch,2022_07_25,227782
E5,240654,WT,7,Bottom,2022_07_25,SB3,Plant_7_2022_07_25,Mitch,2022_07_25,240654
E6,264204,WT,7,Bottom,2022_07_25,SB3,Plant_7_2022_07_25,Mitch,2022_07_25,264204
E7,266372,WT,7,Bottom,2022_07_25,SB3,Plant_7_2022_07_25,Mitch,2022_07_25,266372
E8,342933,WT,7,Bottom,2022_07_25,SB3,Plant_7_2022_07_25,Mitch,2022_07_25,342933
E9,157693,WT,8,Top,2022_07_25,SB3,Plant_8_2022_07_25,Mitch,2022_07_25,157693
E10,120715,WT,8,Top,2022_07_25,SB3,Plant_8_2022_07_25,Mitch,2022_07_25,120715
E11,177279,WT,8,Top,2022_07_25,SB3,Plant_8_2022_07_25,Mitch,2022_07_25,177279
E12,269285,WT,8,Top,2022_07_25,SB3,Plant_8_2022_07_25,Mitch,2022_07_25,269285
F1,250231,WT,8,Bottom,2022_07_25,SB3,Plant_8_2022_07_25,Mitch,2022_07_25,250231
F2,295924,WT,8,Bottom,2022_07_25,SB3,Plant_8_2022_07_25,Mitch,2022_07_25,295924
F3,159916,WT,8,Bottom,2022_07_25,SB3,Plant_8_2022_07_25,Mitch,2022_07_25,159916
F4,333845,WT,8,Bottom,2022_07_25,SB3,Plant_8_2022_07_25,Mitch,2022_07_25,333845
F5,494,Leaf,1,Top,2022_07_25,SB3,Plant_1_2022_07_25,Mitch,2022_07_25,494
F6,474,Leaf,1,Top,2022_07_25,SB3,Plant_1_2022_07_25,Mitch,2022_07_25,474
F7,458,Leaf,1,Top,2022_07_25,SB3,Plant_1_2022_07_25,Mitch,2022_07_25,458
F8,531,Leaf,1,Top,2022_07_25,SB3,Plant_1_2022_07_25,Mitch,2022_07_25,531
F9,568,Leaf,1,Bottom,2022_07_25,SB3,Plant_1_2022_07_25,Mitch,2022_07_25,568
F10,630,Leaf,1,Bottom,2022_07_25,SB3,Plant_1_2022_07_25,Mitch,2022_07_25,630
F11,619,Leaf,1,Bottom,2022_07_25,SB3,Plant_1_2022_07_25,Mitch,2022_07_25,619
F12,611,Leaf,1,Bottom,2022_07_25,SB3,Plant_1_2022_07_25,Mitch,2022_07_25,611
G1,557,Leaf,2,Top,2022_07_25,SB3,Plant_2_2022_07_25,Mitch,2022_07_25,557
G2,530,Leaf,2,Top,2022_07_25,SB3,Plant_2_2022_07_25,Mitch,2022_07_25,530
G3,501,Leaf,2,Top,2022_07_25,SB3,Plant_2_2022_07_25,Mitch,2022_07_25,501
G4,547,Leaf,2,Top,2022_07_25,SB3,Plant_2_2022_07_25,Mitch,2022_07_25,547
G5,637,Leaf,2,Bottom,2022_07_25,SB3,Plant_2_2022_07_25,Mitch,2022_07_25,637
G6,540,Leaf,2,Bottom,2022_07_25,SB3,Plant_2_2022_07_25,Mitch,2022_07_25,540
G7,625,Leaf,2,Bottom,2022_07_25,SB3,Plant_2_2022_07_25,Mitch,2022_07_25,625
G8,545,Leaf,2,Bottom,2022_07_25,SB3,Plant_2_2022_07_25,Mitch,2022_07_25,545
A1,420499,WT,1,Top,2022_09_12,SB3,Plant_1_2022_09_12,Mitch,2022_09_12,420499
A2,440842,WT,1,Top,2022_09_12,SB3,Plant_1_2022_09_12,Mitch,2022_09_12,440842
A3,353656,WT,1,Top,2022_09_12,SB3,Plant_1_2022_09_12,Mitch,2022_09_12,353656
A4,335207,WT,1,Top,2022_09_12,SB3,Plant_1_2022_09_12,Mitch,2022_09_12,335207
A5,269325,WT,1,Bottom,2022_09_12,SB3,Plant_1_2022_09_12,Mitch,2022_09_12,269325
A6,398141,WT,1,Bottom,2022_09_12,SB3,Plant_1_2022_09_12,Mitch,2022_09_12,398141
A7,441608,WT,1,Bottom,2022_09_12,SB3,Plant_1_2022_09_12,Mitch,2022_09_12,441608
A8,294542,WT,1,Bottom,2022_09_12,SB3,Plant_1_2022_09_12,Mitch,2022_09_12,294542
A9,562250,WT,2,Top,2022_09_12,SB3,Plant_2_2022_09_12,Mitch,2022_09_12,562250
A10,594528,WT,2,Top,2022_09_12,SB3,Plant_2_2022_09_12,Mitch,2022_09_12,594528
A11,580434,WT,2,Top,2022_09_12,SB3,Plant_2_2022_09_12,Mitch,2022_09_12,580434
A12,796538,WT,2,Top,2022_09_12,SB3,Plant_2_2022_09_12,Mitch,2022_09_12,796538
B1,383976,WT,2,Bottom,2022_09_12,SB3,Plant_2_2022_09_12,Mitch,2022_09_12,383976
B2,445595,WT,2,Bottom,2022_09_12,SB3,Plant_2_2022_09_12,Mitch,2022_09_12,445595
B3,369807,WT,2,Bottom,2022_09_12,SB3,Plant_2_2022_09_12,Mitch,2022_09_12,369807
B4,372637,WT,2,Bottom,2022_09_12,SB3,Plant_2_2022_09_12,Mitch,2022_09_12,372637
B5,421945,WT,3,Top,2022_09_12,SB3,Plant_3_2022_09_12,Mitch,2022_09_12,421945
B6,292749,WT,3,Top,2022_09_12,SB3,Plant_3_2022_09_12,Mitch,2022_09_12,292749
B7,444925,WT,3,Top,2022_09_12,SB3,Plant_3_2022_09_12,Mitch,2022_09_12,444925
B8,359102,WT,3,Top,2022_09_12,SB3,Plant_3_2022_09_12,Mitch,2022_09_12,359102
B9,569673,WT,3,Bottom,2022_09_12,SB3,Plant_3_2022_09_12,Mitch,2022_09_12,569673
B10,514006,WT,3,Bottom,2022_09_12,SB3,Plant_3_2022_09_12,Mitch,2022_09_12,514006
B11,439835,WT,3,Bottom,2022_09_12,SB3,Plant_3_2022_09_12,Mitch,2022_09_12,439835
B12,601148,WT,3,Bottom,2022_09_12,SB3,Plant_3_2022_09_12,Mitch,2022_09_12,601148
C1,362196,WT,4,Top,2022_09_12,SB3,Plant_4_2022_09_12,Mitch,2022_09_12,362196
C2,331398,WT,4,Top,2022_09_12,SB3,Plant_4_2022_09_12,Mitch,2022_09_12,331398
C3,469361,WT,4,Top,2022_09_12,SB3,Plant_4_2022_09_12,Mitch,2022_09_12,469361
C4,444904,WT,4,Top,2022_09_12,SB3,Plant_4_2022_09_12,Mitch,2022_09_12,444904
C5,333634,WT,4,Bottom,2022_09_12,SB3,Plant_4_2022_09_12,Mitch,2022_09_12,333634
C6,398485,WT,4,Bottom,2022_09_12,SB3,Plant_4_2022_09_12,Mitch,2022_09_12,398485
C7,355763,WT,4,Bottom,2022_09_12,SB3,Plant_4_2022_09_12,Mitch,2022_09_12,355763
C8,323288,WT,4,Bottom,2022_09_12,SB3,Plant_4_2022_09_12,Mitch,2022_09_12,323288
C9,492435,WT,5,Top,2022_09_12,SB3,Plant_5_2022_09_12,Mitch,2022_09_12,492435
C10,248863,WT,5,Top,2022_09_12,SB3,Plant_5_2022_09_12,Mitch,2022_09_12,248863
C11,493025,WT,5,Top,2022_09_12,SB3,Plant_5_2022_09_12,Mitch,2022_09_12,493025
C12,484407,WT,5,Top,2022_09_12,SB3,Plant_5_2022_09_12,Mitch,2022_09_12,484407
D1,344156,WT,5,Bottom,2022_09_12,SB3,Plant_5_2022_09_12,Mitch,2022_09_12,344156
D2,243411,WT,5,Bottom,2022_09_12,SB3,Plant_5_2022_09_12,Mitch,2022_09_12,243411
D3,358384,WT,5,Bottom,2022_09_12,SB3,Plant_5_2022_09_12,Mitch,2022_09_12,358384
D4,291097,WT,5,Bottom,2022_09_12,SB3,Plant_5_2022_09_12,Mitch,2022_09_12,291097
D5,417168,WT,6,Top,2022_09_12,SB3,Plant_6_2022_09_12,Mitch,2022_09_12,417168
D6,471742,WT,6,Top,2022_09_12,SB3,Plant_6_2022_09_12,Mitch,2022_09_12,471742
D7,465263,WT,6,Top,2022_09_12,SB3,Plant_6_2022_09_12,Mitch,2022_09_12,465263
D8,755470,WT,6,Top,2022_09_12,SB3,Plant_6_2022_09_12,Mitch,2022_09_12,755470
D9,301846,WT,6,Bottom,2022_09_12,SB3,Plant_6_2022_09_12,Mitch,2022_09_12,301846
D10,257117,WT,6,Bottom,2022_09_12,SB3,Plant_6_2022_09_12,Mitch,2022_09_12,257117
D11,347088,WT,6,Bottom,2022_09_12,SB3,Plant_6_2022_09_12,Mitch,2022_09_12,347088
D12,402205,WT,6,Bottom,2022_09_12,SB3,Plant_6_2022_09_12,Mitch,2022_09_12,402205
E1,475512,WT,7,Top,2022_09_12,SB3,Plant_7_2022_09_12,Mitch,2022_09_12,475512
E2,580609,WT,7,Top,2022_09_12,SB3,Plant_7_2022_09_12,Mitch,2022_09_12,580609
E3,547920,WT,7,Top,2022_09_12,SB3,Plant_7_2022_09_12,Mitch,2022_09_12,547920
E4,527739,WT,7,Top,2022_09_12,SB3,Plant_7_2022_09_12,Mitch,2022_09_12,527739
E5,314933,WT,7,Bottom,2022_09_12,SB3,Plant_7_2022_09_12,Mitch,2022_09_12,314933
E6,241391,WT,7,Bottom,2022_09_12,SB3,Plant_7_2022_09_12,Mitch,2022_09_12,241391
