Unique_ID,Plant_CV,Experiment,Plant,Strain
Twentyfive_27,0.3838113,Twentyfive,27,EHA105
Twentyfive_28,0.3232291,Twentyfive,28,EHA105
Twentyfive_29,0.259438174,Twentyfive,29,EHA105
Twentyfive_30,0.451657413,Twentyfive,30,EHA105
Twentyfive_31,0.125621533,Twentyfive,31,EHA105
Twentyfive_32,0.162538006,Twentyfive,32,EHA105
Twentyfive_33,0.254559257,Twentyfive,33,EHA105
Twentyfive_34,0.225950994,Twentyfive,34,EHA105
Twentyfive_35,0.235627563,Twentyfive,35,EHA105
Twentyfive_36,0.149282432,Twentyfive,36,EHA105
Twentyfive_37,0.091974103,Twentyfive,37,EHA105
Twentyfive_38,0.077478307,Twentyfive,38,EHA105
Twentyfive_39,0.182615889,Twentyfive,39,EHA105
Twentyfive_40,0.073958626,Twentyfive,40,EHA105
Twentyfive_41,0.053589242,Twentyfive,41,EHA105
Twentyfive_42,0.093145119,Twentyfive,42,EHA105
Twentyfive_43,0.206006414,Twentyfive,43,EHA105
Twentyfive_44,0.318731149,Twentyfive,44,EHA105
Twentyfive_45,0.416342596,Twentyfive,45,EHA105
Twentyfive_46,0.22752314,Twentyfive,46,EHA105
Twentyfive_47,0.390371269,Twentyfive,47,EHA105
Twentyfive_48,0.238072782,Twentyfive,48,EHA105
Twentyfive_49,0.147345041,Twentyfive,49,EHA105
Twentyfive_50,0.611942841,Twentyfive,50,EHA105
Twentyfive_51,0.233126067,Twentyfive,51,EHA105
Twentyfive_52,0.332188841,Twentyfive,52,EHA105
Twentyfive_53,0.500066391,Twentyfive,53,EHA105
Twentyfive_54,0.52014772,Twentyfive,54,EHA105
Twentyfive_55,0.127014564,Twentyfive,55,EHA105
Twentyfive_56,0.089000916,Twentyfive,56,EHA105
Twentyfive_57,0.16985372,Twentyfive,57,EHA105
Twentyfive_58,0.10165434,Twentyfive,58,EHA105
Twentyfive_59,0.141876094,Twentyfive,59,EHA105
Twentyfive_60,0.293473171,Twentyfive,60,EHA105
Twentyfive_61,0.46035376,Twentyfive,61,EHA105
Twentyfive_62,0.328053891,Twentyfive,62,EHA105
Twentyfive_63,0.184545504,Twentyfive,63,EHA105
Twentyfive_64,0.703980043,Twentyfive,64,EHA105
Twentyfive_65,0.675089074,Twentyfive,65,EHA105
Twentyfive_66,0.320989385,Twentyfive,66,EHA105
Twentyfive_67,0.278071824,Twentyfive,67,EHA105
Twentyfive_68,0.426866932,Twentyfive,68,EHA105
Twentyfive_69,0.253140535,Twentyfive,69,EHA105
Twentyfive_70,0.102614203,Twentyfive,70,EHA105
Twentyfive_71,0.440892964,Twentyfive,71,EHA105
Twentyfive_72,0.185254892,Twentyfive,72,EHA105
Twentyfive_73,0.089232541,Twentyfive,73,EHA105
Twentyfive_74,0.090814859,Twentyfive,74,EHA105
Twentyfive_75,0.107001556,Twentyfive,75,EHA105
Twentyfive_76,0.052829204,Twentyfive,76,EHA105
Twentyfive_77,0.07824549,Twentyfive,77,EHA105
Twentyfive_78,0.08944438,Twentyfive,78,EHA105
Twentyfive_79,0.188954319,Twentyfive,79,EHA105
Twentyfive_80,0.508456302,Twentyfive,80,EHA105
Twentyfive_81,0.277666332,Twentyfive,81,EHA105
Twentyfive_82,0.467600381,Twentyfive,82,EHA105
Twentyfive_83,0.266704609,Twentyfive,83,EHA105
Twentyfive_84,0.502351381,Twentyfive,84,EHA105
Twentyfive_85,0.472157634,Twentyfive,85,EHA105
Twentyfive_86,0.208824391,Twentyfive,86,EHA105
Twentyfive_87,0.272414307,Twentyfive,87,EHA105
Twentyfive_88,0.346851669,Twentyfive,88,EHA105
Twentyfive_89,0.304773847,Twentyfive,89,EHA105
Twentyfive_90,0.393995749,Twentyfive,90,EHA105
Twentyfive_91,0.297144613,Twentyfive,91,EHA105
Twentyfive_92,0.47627748,Twentyfive,92,EHA105
Twentyfive_93,0.316945385,Twentyfive,93,EHA105
Twentyfive_94,0.279271769,Twentyfive,94,EHA105
Twentyfive_95,0.208477531,Twentyfive,95,EHA105
Twentyfive_96,0.522850343,Twentyfive,96,EHA105
Twentyfive_97,0.327486255,Twentyfive,97,EHA105
Twentyfive_98,0.39293654,Twentyfive,98,EHA105
Twentyfive_99,0.56501703,Twentyfive,99,EHA105
Twentyfive_100,0.558343819,Twentyfive,100,EHA105
Twentyfive_101,0.370327173,Twentyfive,101,EHA105
Twentyfive_102,0.138019606,Twentyfive,102,EHA105
Twentyfive_103,0.333780634,Twentyfive,103,EHA105
Twentyfive_104,0.414337102,Twentyfive,104,EHA105
Twentyfive_105,0.286419278,Twentyfive,105,EHA105
Twentyfive_106,0.408672082,Twentyfive,106,EHA105
Twentyfive_107,0.685938313,Twentyfive,107,EHA105
Twentyfive_108,1.211564753,Twentyfive,108,EHA105
Twentyfive_109,0.235765067,Twentyfive,109,EHA105
Twentyfive_110,0.109956535,Twentyfive,110,EHA105
Twentyfive_111,0.122948959,Twentyfive,111,EHA105
Twentyfive_112,0.13972524,Twentyfive,112,EHA105
Twentyfive_113,0.160674255,Twentyfive,113,EHA105
Twentyfive_114,0.192411216,Twentyfive,114,EHA105
Twentyfive_115,0.249596129,Twentyfive,115,EHA105
Twentyfive_116,0.384542776,Twentyfive,116,EHA105
Twentyfive_117,0.465665599,Twentyfive,117,EHA105
Twentyfive_118,0.202634974,Twentyfive,118,EHA105
Twentyfive_119,0.652128478,Twentyfive,119,EHA105
Twentyfive_120,0.518299737,Twentyfive,120,EHA105
Twentysix_1,0.152551075,Twentysix,1,EHA105
Twentysix_2,0.242929297,Twentysix,2,GV3101
Twentysix_3,0.37415078,Twentysix,3,EHA105
Twentysix_4,0.295843929,Twentysix,4,GV3101
Twentysix_5,0.270382752,Twentysix,5,EHA105
Twentysix_6,0.223677345,Twentysix,6,GV3101
Twentysix_7,0.251823564,Twentysix,7,EHA105
Twentysix_8,0.301723269,Twentysix,8,GV3101
Twentysix_9,0.367271262,Twentysix,9,EHA105
Twentysix_10,0.225592785,Twentysix,10,GV3101
Twentysix_11,0.563603713,Twentysix,11,EHA105
Twentysix_12,0.189201599,Twentysix,12,GV3101
Twentysix_13,0.189206964,Twentysix,13,EHA105
Twentysix_14,0.323722096,Twentysix,14,GV3101
Twentysix_15,0.104655972,Twentysix,15,EHA105
Twentysix_16,0.359735717,Twentysix,16,GV3101
Twentysix_17,0.20719956,Twentysix,17,EHA105
Twentysix_18,0.410364033,Twentysix,18,GV3101
Twentysix_19,0.269750765,Twentysix,19,EHA105
Twentysix_20,0.183057548,Twentysix,20,GV3101
Twentysix_21,0.379693856,Twentysix,21,EHA105
Twentysix_22,0.395636924,Twentysix,22,GV3101
Twentysix_23,0.387384028,Twentysix,23,EHA105
Twentysix_24,0.214401553,Twentysix,24,GV3101
Twentysix_25,0.103513716,Twentysix,25,EHA105
Twentysix_26,0.084392344,Twentysix,26,GV3101
Twentysix_27,0.158255831,Twentysix,27,EHA105
Twentysix_28,0.31112322,Twentysix,28,GV3101
Twentysix_29,0.110334363,Twentysix,29,EHA105
Twentysix_30,0.411584488,Twentysix,30,GV3101
Twentysix_31,0.450078606,Twentysix,31,EHA105
Twentysix_32,0.229953041,Twentysix,32,GV3101
Twentysix_33,0.2597065,Twentysix,33,EHA105
Twentysix_34,0.233508365,Twentysix,34,GV3101
Twentysix_35,0.483790301,Twentysix,35,EHA105
Twentysix_36,0.348477415,Twentysix,36,GV3101
Twentysix_37,0.294513489,Twentysix,37,EHA105
Twentysix_38,0.206816788,Twentysix,38,GV3101
Twentysix_39,0.339525652,Twentysix,39,EHA105
Twentysix_40,0.335070347,Twentysix,40,GV3101
Twentysix_41,0.368878285,Twentysix,41,EHA105
Twentysix_42,0.189244473,Twentysix,42,GV3101
Twentysix_43,0.129708964,Twentysix,43,EHA105
Twentysix_44,0.112389396,Twentysix,44,GV3101
Twentysix_45,0.257144995,Twentysix,45,EHA105
Twentysix_46,0.514531337,Twentysix,46,GV3101
Twentysix_47,0.164805181,Twentysix,47,EHA105
Twentysix_48,0.13525144,Twentysix,48,GV3101
Twentysix_49,0.105884338,Twentysix,49,EHA105
Twentysix_50,0.224141716,Twentysix,50,GV3101
Twentysix_51,0.412054577,Twentysix,51,EHA105
Twentysix_52,0.507387672,Twentysix,52,GV3101
Twentysix_53,0.25265476,Twentysix,53,EHA105
Twentysix_54,0.245960106,Twentysix,54,GV3101
Twentysix_55,0.185226269,Twentysix,55,EHA105
Twentysix_56,0.267133583,Twentysix,56,GV3101
Twentysix_57,0.120074042,Twentysix,57,EHA105
Twentysix_58,0.219001105,Twentysix,58,GV3101
Twentysix_59,0.761423736,Twentysix,59,EHA105
Twentysix_60,0.320272233,Twentysix,60,GV3101
Twentysix_61,0.254577055,Twentysix,61,EHA105
Twentysix_62,0.167697695,Twentysix,62,GV3101
Twentysix_63,0.253060552,Twentysix,63,EHA105
Twentysix_64,0.110963925,Twentysix,64,GV3101
Twentysix_65,0.279787665,Twentysix,65,EHA105
Twentysix_66,0.334987868,Twentysix,66,GV3101
Twentysix_67,0.293622609,Twentysix,67,EHA105
Twentysix_68,0.367511937,Twentysix,68,GV3101
Twentysix_69,0.528294116,Twentysix,69,EHA105
Twentysix_70,0.154009804,Twentysix,70,GV3101
Twentysix_71,0.264637524,Twentysix,71,EHA105
Twentysix_72,0.372548456,Twentysix,72,GV3101
Twentysix_73,0.0955697,Twentysix,73,EHA105
Twentysix_74,0.335528209,Twentysix,74,GV3101
Twentysix_75,0.290627864,Twentysix,75,EHA105
Twentyseven_1,0.320450066,Twentyseven,1,GV3101
Twentyseven_2,0.386328664,Twentyseven,2,GV3101
Twentyseven_3,0.419145633,Twentyseven,3,GV3101
Twentyseven_4,0.249607472,Twentyseven,4,GV3101
Twentyseven_5,0.387970535,Twentyseven,5,GV3101
Twentyseven_6,0.320002212,Twentyseven,6,GV3101
Twentyseven_7,0.394619701,Twentyseven,7,GV3101
Twentyseven_8,0.323582596,Twentyseven,8,GV3101
Twentyseven_9,0.334072087,Twentyseven,9,GV3101
Twentyseven_10,0.417146683,Twentyseven,10,GV3101
Twentyseven_11,0.472217963,Twentyseven,11,GV3101
Twentyseven_12,0.206185958,Twentyseven,12,GV3101
Twentyseven_13,0.415259299,Twentyseven,13,GV3101
Twentyseven_14,0.27638771,Twentyseven,14,GV3101
Twentyseven_15,0.41241152,Twentyseven,15,GV3101
Twentyseven_16,0.528078753,Twentyseven,16,GV3101
Twentyseven_17,0.355857903,Twentyseven,17,GV3101
Twentyseven_18,0.182509087,Twentyseven,18,GV3101
Twentyseven_19,0.376161151,Twentyseven,19,GV3101
Twentyseven_20,0.47074211,Twentyseven,20,GV3101
Twentyseven_21,0.427655984,Twentyseven,21,GV3101
Twentyseven_22,0.322636919,Twentyseven,22,GV3101
Twentyseven_23,0.272731089,Twentyseven,23,GV3101
Twentyseven_24,0.431139601,Twentyseven,24,GV3101
Twentyseven_25,0.446915757,Twentyseven,25,GV3101
Twentyseven_26,0.425017659,Twentyseven,26,GV3101
Twentyseven_27,0.422947954,Twentyseven,27,GV3101
Twentyseven_28,0.307242116,Twentyseven,28,GV3101
Twentyseven_29,0.435968391,Twentyseven,29,GV3101
Twentyseven_30,0.346226758,Twentyseven,30,GV3101
Twentyseven_31,0.232906628,Twentyseven,31,GV3101
Twentyseven_32,0.254070317,Twentyseven,32,GV3101
Twentyseven_33,0.435735348,Twentyseven,33,GV3101
Twentyseven_34,0.665672918,Twentyseven,34,GV3101
Twentyseven_35,0.329849458,Twentyseven,35,GV3101
Twentyseven_36,0.163025344,Twentyseven,36,GV3101
Twentyseven_37,0.326214675,Twentyseven,37,GV3101
Twentyseven_38,0.310903945,Twentyseven,38,GV3101
Twentyseven_39,0.437890711,Twentyseven,39,GV3101
Twentyseven_40,0.436318395,Twentyseven,40,GV3101
Twentyseven_41,0.369408941,Twentyseven,41,GV3101
Twentyseven_42,0.551411093,Twentyseven,42,GV3101
Twentyseven_43,0.259990071,Twentyseven,43,GV3101
Twentyseven_44,0.20162999,Twentyseven,44,GV3101
Twentyseven_45,0.445936321,Twentyseven,45,GV3101
Twentyseven_46,0.368002868,Twentyseven,46,GV3101
Twentyseven_47,0.25740295,Twentyseven,47,GV3101
Twentyseven_48,0.297597813,Twentyseven,48,GV3101
Twentyseven_49,0.312909558,Twentyseven,49,GV3101
Twentyseven_50,0.355701563,Twentyseven,50,GV3101
Twentyseven_51,0.55033877,Twentyseven,51,GV3101
Twentyseven_52,0.333204133,Twentyseven,52,GV3101
Twentyseven_53,0.333334356,Twentyseven,53,GV3101
Twentyseven_54,0.219619224,Twentyseven,54,GV3101
Twentyseven_55,0.272655703,Twentyseven,55,GV3101
Twentyseven_56,0.40803518,Twentyseven,56,GV3101
Twentyseven_57,0.335680184,Twentyseven,57,GV3101
Twentyseven_58,0.165103436,Twentyseven,58,GV3101
Twentyseven_59,0.27361811,Twentyseven,59,GV3101
Twentyseven_60,0.332788223,Twentyseven,60,GV3101
Twentyseven_61,0.338650546,Twentyseven,61,GV3101
Twentyseven_62,0.311003573,Twentyseven,62,GV3101
Twentyseven_63,0.455096135,Twentyseven,63,GV3101
Twentyeight_1,0.279688742,Twentyeight,1,GV3101
Twentyeight_2,0.172081426,Twentyeight,2,GV3101
Twentyeight_3,0.105661309,Twentyeight,3,GV3101
Twentyeight_4,0.227611132,Twentyeight,4,GV3101
Twentyeight_5,0.168308954,Twentyeight,5,GV3101
Twentyeight_6,0.132539249,Twentyeight,6,GV3101
Twentyeight_7,0.478803158,Twentyeight,7,GV3101
Twentyeight_8,1.659401137,Twentyeight,8,GV3101
Twentyeight_9,0.445152719,Twentyeight,9,GV3101
Twentyeight_10,0.547446177,Twentyeight,10,GV3101
Twentyeight_11,0.33322023,Twentyeight,11,GV3101
Twentyeight_12,0.851647997,Twentyeight,12,GV3101
Twentyeight_13,0.074645024,Twentyeight,13,GV3101
Twentyeight_14,0.108647881,Twentyeight,14,GV3101
Twentyeight_15,0.422431993,Twentyeight,15,GV3101
Twentyeight_16,0.381771412,Twentyeight,16,GV3101
Twentyeight_17,0.156110595,Twentyeight,17,GV3101
Twentyeight_18,0.2673139,Twentyeight,18,GV3101
Twentyeight_19,1.027900785,Twentyeight,19,GV3101
Twentyeight_20,0.596564994,Twentyeight,20,GV3101
Twentyeight_21,0.621955341,Twentyeight,21,GV3101
Twentyeight_22,0.696014469,Twentyeight,22,GV3101
Twentyeight_23,0.598710664,Twentyeight,23,GV3101
Twentyeight_24,0.095365661,Twentyeight,24,GV3101
Twentyeight_25,0.357857361,Twentyeight,25,GV3101
Twentyeight_26,0.450397407,Twentyeight,26,GV3101
Twentyeight_27,0.202098972,Twentyeight,27,GV3101
Twentyeight_28,0.220602319,Twentyeight,28,GV3101
Twentyeight_29,0.125726638,Twentyeight,29,GV3101
Twentyeight_30,0.180158497,Twentyeight,30,GV3101
Twentyeight_31,0.220840371,Twentyeight,31,GV3101
Twentyeight_32,0.103897346,Twentyeight,32,GV3101
Twentyeight_33,0.124076834,Twentyeight,33,GV3101
Twentyeight_34,0.187824702,Twentyeight,34,GV3101
Twentyeight_35,0.140198946,Twentyeight,35,GV3101
Twentyeight_36,0.220713342,Twentyeight,36,GV3101
Twentyeight_37,0.259905236,Twentyeight,37,GV3101
Twentyeight_38,0.251671126,Twentyeight,38,GV3101
Twentyeight_39,0.485253275,Twentyeight,39,GV3101
Twentyeight_40,0.215671325,Twentyeight,40,GV3101
Twentyeight_41,0.507835653,Twentyeight,41,GV3101
Twentyeight_42,0.239800944,Twentyeight,42,GV3101
Twentyeight_43,0.164075733,Twentyeight,43,GV3101
Twentyeight_44,0.160387773,Twentyeight,44,GV3101
Twentyeight_45,0.347398664,Twentyeight,45,GV3101
Twentyeight_46,0.130135704,Twentyeight,46,GV3101
Twentyeight_47,0.058698793,Twentyeight,47,GV3101
Twentyeight_48,0.144629454,Twentyeight,48,GV3101
Twentyeight_49,0.24623772,Twentyeight,49,GV3101
Twentyeight_50,0.081405947,Twentyeight,50,GV3101
Twentyeight_51,0.196150282,Twentyeight,51,GV3101
Twentyeight_52,0.153843353,Twentyeight,52,GV3101
Twentyeight_53,0.095570537,Twentyeight,53,GV3101
Twentyeight_54,0.076515927,Twentyeight,54,GV3101
Twentyeight_55,0.134434449,Twentyeight,55,GV3101
Twentyeight_56,0.204423983,Twentyeight,56,GV3101
Twentyeight_57,0.270474748,Twentyeight,57,GV3101
Twentyeight_58,0.128990771,Twentyeight,58,GV3101
Twentyeight_59,0.048264538,Twentyeight,59,GV3101
Twentyeight_60,0.16206704,Twentyeight,60,GV3101
Twentyeight_61,0.108579935,Twentyeight,61,GV3101
Twentyeight_62,0.183908639,Twentyeight,62,GV3101
Twentyeight_63,0.403692793,Twentyeight,63,GV3101
Twentyeight_64,0.205798671,Twentyeight,64,GV3101
Twentyeight_65,0.188265734,Twentyeight,65,GV3101
Twentyeight_66,0.242103673,Twentyeight,66,GV3101
Twentyeight_67,0.572703752,Twentyeight,67,GV3101
Twentyeight_68,0.706636894,Twentyeight,68,GV3101
Twentyeight_69,0.596552323,Twentyeight,69,GV3101
Twentyeight_70,0.328430091,Twentyeight,70,GV3101
Twentyeight_71,0.356843513,Twentyeight,71,GV3101
Twentyeight_72,0.694715633,Twentyeight,72,GV3101
Twentyeight_73,0.156047646,Twentyeight,73,GV3101
Twentyeight_74,0.080771609,Twentyeight,74,GV3101
Twentyeight_75,0.193632421,Twentyeight,75,GV3101
Twentyeight_76,0.125862412,Twentyeight,76,GV3101
Twentyeight_77,0.213069728,Twentyeight,77,GV3101
Twentyeight_78,0.170778514,Twentyeight,78,GV3101
Twentyeight_79,0.210533704,Twentyeight,79,GV3101
Twentyeight_80,0.3471108,Twentyeight,80,GV3101
Twentyeight_81,0.121034264,Twentyeight,81,GV3101
Twentyeight_82,0.281687724,Twentyeight,82,GV3101
Twentyeight_83,0.238345548,Twentyeight,83,GV3101
Twentyeight_84,0.902922351,Twentyeight,84,GV3101
Twentyeight_85,0.222219437,Twentyeight,85,GV3101
Twentyeight_86,0.151713055,Twentyeight,86,GV3101
Twentyeight_87,0.32001499,Twentyeight,87,GV3101
Twentyeight_88,0.270427217,Twentyeight,88,GV3101
Twentyeight_89,0.244107626,Twentyeight,89,GV3101
Twentyeight_90,0.394074161,Twentyeight,90,GV3101
Twentyeight_91,0.200763765,Twentyeight,91,GV3101
Twentyeight_92,0.190126955,Twentyeight,92,GV3101
Twentyeight_93,0.539471417,Twentyeight,93,GV3101
Twentyeight_94,0.168294033,Twentyeight,94,GV3101
Twentyeight_95,0.398952794,Twentyeight,95,GV3101
Twentyeight_96,0.154700414,Twentyeight,96,GV3101
Twentyeight_97,0.201094296,Twentyeight,97,GV3101
Twentyeight_98,0.363589865,Twentyeight,98,GV3101
Twentyeight_99,0.225339635,Twentyeight,99,GV3101
Twentyeight_100,0.377312391,Twentyeight,100,GV3101
Twentyeight_101,0.286316671,Twentyeight,101,GV3101
Twentyeight_102,0.065501698,Twentyeight,102,GV3101
Twentyeight_103,0.153253579,Twentyeight,103,GV3101
Twentyeight_104,0.175714936,Twentyeight,104,GV3101
Twentyeight_105,0.236678866,Twentyeight,105,GV3101
Twentyeight_106,0.101169188,Twentyeight,106,GV3101
Twentyeight_107,0.112866797,Twentyeight,107,GV3101
Twentyeight_108,0.181332881,Twentyeight,108,GV3101
Twentyeight_109,0.327196734,Twentyeight,109,GV3101
Twentyeight_110,0.124204394,Twentyeight,110,GV3101
Twentyeight_111,0.21871592,Twentyeight,111,GV3101
Twentyeight_112,0.249858404,Twentyeight,112,GV3101
Twentyeight_113,0.353689569,Twentyeight,113,GV3101
Twentyeight_114,0.188975318,Twentyeight,114,GV3101
Twentynine_1,0.112989088,Twentynine,1,GV3101
Twentynine_2,0.094185493,Twentynine,2,GV3101
Twentynine_3,0.187504763,Twentynine,3,GV3101
Twentynine_4,0.330883726,Twentynine,4,GV3101
Twentynine_5,0.12890892,Twentynine,5,GV3101
Twentynine_6,0.283394348,Twentynine,6,GV3101
Twentynine_7,0.210955799,Twentynine,7,GV3101
Twentynine_8,0.243921089,Twentynine,8,GV3101
Twentynine_9,0.194454712,Twentynine,9,GV3101
Twentynine_10,0.215598128,Twentynine,10,GV3101
Twentynine_11,0.273362718,Twentynine,11,GV3101
Twentynine_12,0.20589144,Twentynine,12,GV3101
Twentynine_13,0.142121929,Twentynine,13,GV3101
Twentynine_14,0.26137185,Twentynine,14,GV3101
Twentynine_15,0.300498101,Twentynine,15,GV3101
Twentynine_16,0.227462837,Twentynine,16,GV3101
Twentynine_17,0.323237689,Twentynine,17,GV3101
Twentynine_18,0.177722115,Twentynine,18,GV3101
Twentynine_19,0.198794535,Twentynine,19,GV3101
Twentynine_20,0.263786012,Twentynine,20,GV3101
Twentynine_21,0.326698925,Twentynine,21,GV3101
Twentynine_22,0.461144323,Twentynine,22,GV3101
Twentynine_23,0.416783272,Twentynine,23,GV3101
Twentynine_24,0.248063665,Twentynine,24,GV3101
Twentynine_25,0.278594823,Twentynine,25,GV3101
Twentynine_26,0.226142215,Twentynine,26,GV3101
Twentynine_27,0.218574273,Twentynine,27,GV3101
Twentynine_28,0.183976866,Twentynine,28,GV3101
Twentynine_29,0.175240862,Twentynine,29,GV3101
Twentynine_30,0.250835966,Twentynine,30,GV3101
Twentynine_31,0.249246774,Twentynine,31,GV3101
Twentynine_32,0.110626994,Twentynine,32,GV3101
Twentynine_33,0.103637987,Twentynine,33,GV3101
Twentynine_34,0.19108252,Twentynine,34,GV3101
Twentynine_35,0.134172046,Twentynine,35,GV3101
Twentynine_36,0.107029228,Twentynine,36,GV3101
Twentynine_37,0.117993543,Twentynine,37,GV3101
Twentynine_38,0.272734919,Twentynine,38,GV3101
Twentynine_39,0.101678826,Twentynine,39,GV3101
Twentynine_40,0.178765687,Twentynine,40,GV3101
Twentynine_41,0.183636622,Twentynine,41,GV3101
Twentynine_42,0.190978256,Twentynine,42,GV3101
Twentynine_43,0.094290863,Twentynine,43,GV3101
Twentynine_44,0.120314247,Twentynine,44,GV3101
Twentynine_45,0.05392372,Twentynine,45,GV3101
Twentynine_46,0.088504902,Twentynine,46,GV3101
Twentynine_47,0.097027611,Twentynine,47,GV3101
Twentynine_48,0.12569492,Twentynine,48,GV3101
Twentynine_49,0.149288544,Twentynine,49,GV3101
Twentynine_50,0.207675685,Twentynine,50,GV3101
Twentynine_51,0.139547602,Twentynine,51,GV3101
Twentynine_52,0.182020103,Twentynine,52,GV3101
Twentynine_53,0.249734121,Twentynine,53,GV3101
Twentynine_54,0.346677066,Twentynine,54,GV3101
Twentynine_55,0.157510462,Twentynine,55,GV3101
Twentynine_56,0.217257761,Twentynine,56,GV3101
Twentynine_57,0.148488002,Twentynine,57,GV3101
Twentynine_58,0.154371398,Twentynine,58,GV3101
Twentynine_59,0.140846811,Twentynine,59,GV3101
Twentynine_60,0.105265238,Twentynine,60,GV3101
Twentynine_61,0.283025556,Twentynine,61,GV3101
Twentynine_62,0.258873922,Twentynine,62,GV3101
Twentynine_63,0.134429444,Twentynine,63,GV3101
Twentynine_64,0.136003381,Twentynine,64,GV3101
Twentynine_65,0.177434903,Twentynine,65,GV3101
Twentynine_66,0.126488536,Twentynine,66,GV3101
Twentynine_67,0.279165307,Twentynine,67,GV3101
Twentynine_68,0.121861718,Twentynine,68,GV3101
Twentynine_69,0.143591301,Twentynine,69,GV3101
Twentynine_70,0.164969561,Twentynine,70,GV3101
Twentynine_71,0.171018722,Twentynine,71,GV3101
Twentynine_72,0.308748891,Twentynine,72,GV3101
Twentynine_73,0.178059017,Twentynine,73,GV3101
Twentynine_74,0.252761399,Twentynine,74,GV3101
Twentynine_75,0.136732807,Twentynine,75,GV3101
Twentynine_76,0.108064567,Twentynine,76,GV3101
Twentynine_77,0.223302143,Twentynine,77,GV3101
Twentynine_78,0.360864738,Twentynine,78,GV3101
Twentynine_79,0.185669943,Twentynine,79,GV3101
Twentynine_80,0.138099914,Twentynine,80,GV3101
Twentynine_81,0.111331353,Twentynine,81,GV3101
Twentynine_82,0.20999607,Twentynine,82,GV3101
Twentynine_83,0.178250469,Twentynine,83,GV3101
Twentynine_84,0.253103436,Twentynine,84,GV3101
Twentynine_85,0.307758874,Twentynine,85,GV3101
Twentynine_86,0.273470452,Twentynine,86,GV3101
Twentynine_87,0.177626529,Twentynine,87,GV3101
Twentynine_88,0.180562554,Twentynine,88,GV3101
Twentynine_89,0.128877327,Twentynine,89,GV3101
Twentynine_90,0.275275766,Twentynine,90,GV3101
Twentynine_91,0.163647086,Twentynine,91,GV3101
Twentynine_92,0.214695309,Twentynine,92,GV3101
Twentynine_93,0.156275045,Twentynine,93,GV3101
Twentynine_94,0.112474688,Twentynine,94,GV3101
Twentynine_95,0.295310899,Twentynine,95,GV3101
Twentynine_96,0.151723936,Twentynine,96,GV3101
Twentynine_97,0.111916595,Twentynine,97,GV3101
Twentynine_98,0.17066594,Twentynine,98,GV3101
Twentynine_99,0.162994177,Twentynine,99,GV3101
Twentynine_100,0.112935863,Twentynine,100,GV3101
Twentynine_101,0.148500262,Twentynine,101,GV3101
Twentynine_102,0.167209569,Twentynine,102,GV3101
Twentynine_103,0.675544888,Twentynine,103,GV3101
Twentynine_104,0.339196821,Twentynine,104,GV3101
Twentynine_105,0.308315592,Twentynine,105,GV3101
Twentynine_106,0.330091671,Twentynine,106,GV3101
Twentynine_107,0.271772416,Twentynine,107,GV3101
Twentynine_108,0.237662864,Twentynine,108,GV3101
Twentynine_109,0.234356094,Twentynine,109,GV3101
Twentynine_110,0.188148602,Twentynine,110,GV3101
Twentynine_111,0.131275648,Twentynine,111,GV3101
Twentynine_112,0.107086782,Twentynine,112,GV3101
Twentynine_113,0.194289421,Twentynine,113,GV3101
Twentynine_114,0.103036231,Twentynine,114,GV3101
Thirty_1,0.277241005,Thirty,1,GV3101
Thirty_2,0.101516957,Thirty,2,GV3101
Thirty_3,0.120163988,Thirty,3,GV3101
Thirty_4,0.088977383,Thirty,4,GV3101
Thirty_5,0.092540914,Thirty,5,GV3101
Thirty_6,0.332276339,Thirty,6,GV3101
Thirty_7,0.699868611,Thirty,7,GV3101
Thirty_8,0.612887985,Thirty,8,GV3101
Thirty_9,0.354348677,Thirty,9,GV3101
Thirty_10,0.771560059,Thirty,10,GV3101
Thirty_11,0.465787589,Thirty,11,GV3101
Thirty_12,0.459751258,Thirty,12,GV3101
Thirty_13,0.182860963,Thirty,13,GV3101
Thirty_14,0.174783424,Thirty,14,GV3101
Thirty_15,0.188383811,Thirty,15,GV3101
Thirty_16,0.147015712,Thirty,16,GV3101
Thirty_17,0.178612418,Thirty,17,GV3101
Thirty_18,0.432005586,Thirty,18,GV3101
Thirty_19,0.177637098,Thirty,19,GV3101
Thirty_20,0.696821392,Thirty,20,GV3101
Thirty_21,0.264462537,Thirty,21,GV3101
Thirty_22,0.18135876,Thirty,22,GV3101
Thirty_23,0.177577461,Thirty,23,GV3101
Thirty_24,0.165354529,Thirty,24,GV3101
Thirty_25,0.167009414,Thirty,25,GV3101
Thirty_26,0.148342728,Thirty,26,GV3101
Thirty_27,0.258840505,Thirty,27,GV3101
Thirty_28,0.181877355,Thirty,28,GV3101
Thirty_29,0.271817838,Thirty,29,GV3101
Thirty_30,0.296622943,Thirty,30,GV3101
Thirty_31,0.2845658,Thirty,31,GV3101
Thirty_32,0.422860035,Thirty,32,GV3101
Thirty_33,0.352868441,Thirty,33,GV3101
Thirty_34,0.23923556,Thirty,34,GV3101
Thirty_35,0.269021469,Thirty,35,GV3101
Thirty_36,0.158652549,Thirty,36,GV3101
Thirty_37,0.35158482,Thirty,37,GV3101
Thirty_38,0.21139805,Thirty,38,GV3101
Thirty_39,0.474868782,Thirty,39,GV3101
Thirty_40,0.338569395,Thirty,40,GV3101
